Student_ID,College,Year_of_Study,Branch,CGPA,Backlogs_Active,Primary_Domain,Languages_Known,Frameworks_Known,LeetCode_Easy_Solved,LeetCode_Medium_Solved,LeetCode_Hard_Solved,Total_LeetCode_Solved,DSA_Consistency_Score_0to1,Daily_Coding_Streak_Days,Competitive_Programming_Tier,Number_of_Internships,Best_Internship_Quality,Number_of_Projects,Best_Project_Type,GitHub_Commit_Activity,Open_Source_PRs_Merged,System_Design_Level,System_Design_Books_Read,OS_Networking_Knowledge,Communication_Skill,Attitude_Towards_Prep,Mock_Interviews_Done,Behavioral_Prep_Level,Reading_Habits,Certifications,Hackathon_Wins,LinkedIn_Followers,Tech_Blog_Posts_Written,Resume_Quality,Referral_Status,Networking_Effort,Consistency_Score_0to1,Interview_Rounds_Cleared,Final_Offer_Status,FAANG_Ready_Label
T3CS0831,LNCT Bhopal,2,CSE,6.51,0,Android/iOS,Bash,Django,73,72,0,145,0.12,102,Newbie,2,Small Startup (10-50),2,Production Deployed,None,2,Knows basics,None,Weak,Average,Motivated,1,Practiced 10+,Rarely,GCP Associate,1,3917,20,Average,No Referral,None,0.53,2,Offer from Startup,No
T3CS0832,Chameli Devi Group,4,CSE,7.54,0,DevOps,"Go, Python, JavaScript, Rust","Next.js, Spring Boot, Flutter, Node.js",134,156,55,345,0.65,247,Top 50% LeetCode,1,Small Startup (10-50),8,Open Source Contrib,Weekly,10,Can design distributed systems,Grokking SD,Moderate,Good,Highly Motivated,15,None,Rarely,AWS Certified,5,595,20,Average,Professor Referral,None,0.64,1,No Offer,No
T3CS0833,SIRT Bhopal,2,CSE,6.13,0,Cybersecurity,"Kotlin, JavaScript, Rust, Bash","Node.js, TensorFlow",63,17,51,131,0.29,88,Master,1,MAANG/FAANG Adjacent,2,Open Source Contrib,Rarely,20,Knows basics,None,Moderate,Excellent,Motivated,3,None,Occasional,GCP Associate,0,1904,5,No Resume Yet,Yes - Weak Referral,None,0.2,1,Offer from Product Company,No
T3CS0834,TIT Bhopal,2,CSE,6.29,0,Android/iOS,"C++, TypeScript, JavaScript, Python","FastAPI, TensorFlow, Flutter",147,123,26,296,0.67,269,LeetCode Knight,1,MAANG/FAANG Adjacent,8,Production Deployed,Rarely,50,Can design distributed systems,None,Strong,Excellent,Motivated,5,Practiced 10+,Books (DSA/System Design),Azure Fundamentals,0,280,20,ATS Optimized,Yes - Strong Referral,Passive (just LinkedIn),0.86,1,No Offer,No
T3CS0835,SAGE University,3,CSE,7.74,2,DevOps,"TypeScript, Go",React,102,0,52,154,0.18,0,Expert (CF),1,Product Company,3,Solo Clone,Monthly,1,Knows basics,None,Weak,Average,Neutral,30,Practiced 10+,Rarely,Coursera Specialization,0,423,0,Good but not ATS,No Referral,None,0.71,0,No Offer,No
T3CS0836,Chameli Devi Group,3,CSE,7.39,0,Full Stack,JavaScript,Flutter,80,172,15,267,0.21,0,Candidate Master,0,Open Source Contribution Only,4,Research Project,Rarely,2,Not started,Grokking SD,Weak,Average,Neutral,2,Practiced 10+,Daily Tech Reading,Coursera Specialization,0,4365,3,Average,Alumni Referral,Passive (just LinkedIn),0.44,5,No Offer,No
T3CS0837,Renaissance College,3,CSE,9.62,2,Android/iOS,Bash,"React, FastAPI, Spring Boot",0,44,0,44,0.11,205,Candidate Master,1,Startup (<10 emp),2,Solo Clone,Monthly,5,Surface knowledge,None,Weak,Below Average,Motivated,2,None,Rarely,Google ML Crash Course,1,4249,0,No Resume Yet,No Referral,Passive (just LinkedIn),0.68,4,No Offer,No
T3CS0838,Shri Vaishnav Institute,3,CSE,7.13,0,Data Engineering,"Rust, Go, Java, Kotlin, Python, SQL","Django, TensorFlow, Express, Spring Boot, PyTorch",190,152,74,416,0.57,221,Master,2,Small Startup (10-50),4,Solo Clone,Rarely,50,Knows basics well,Multiple SD Books,Strong,Good,Highly Motivated,30,Practiced 30+,Books (DSA/System Design),Multiple Certs,3,1750,15,Average,No Referral,Passive (just LinkedIn),1.0,0,Offer from Startup,No
T3CS0839,RJIT Gwalior,4,CSE,8.11,1,Backend,"Kotlin, Python, JavaScript, C++, TypeScript","Express, Flutter",153,114,3,270,0.32,41,LeetCode Guardian,2,Service Company (Tier-3),7,Original Solo,Weekly,15,Knows basics well,None,Weak,Average,Highly Motivated,5,Practiced 10+,Never,None,1,4757,3,Weak,Alumni Referral,Passive (just LinkedIn),0.62,4,Offer from Startup,No
T3CS0840,Oriental College,3,CSE,8.35,0,Backend,"Bash, Kotlin, Python, C++","React, FastAPI, Spring Boot, TensorFlow, Flutter",212,191,88,491,0.43,295,Newbie,2,Product Company,5,Solo Clone,Rarely,0,Knows basics,DDIA,Weak,Good,Low Effort,10,Basic (STAR method),Occasional,GCP Associate,1,1967,10,Average,Professor Referral,Active Outreach,0.67,0,Offer from Mid Company,No
T3CS0841,Shri Vaishnav Institute,4,CSE,5.56,0,Data Engineering,"Bash, SQL, Rust",React,24,9,49,82,0.14,62,Pupil,0,Open Source Contribution Only,1,Open Source Contrib,None,3,Surface knowledge,Grokking SD,Moderate,Poor,Passive,7,Basic (STAR method),Occasional,Multiple Certs,2,4088,1,ATS Optimized,Yes - Strong Referral,Active Outreach,0.5,1,Offer from Startup,No
T3CS0842,Truba Institute,3,CSE,8.49,1,DevOps,"C++, JavaScript, Rust, TypeScript, Kotlin","PyTorch, TensorFlow, Django, Next.js, FastAPI, Express",216,210,58,484,0.38,375,Top 10% LeetCode,0,Open Source Contribution Only,5,Production Deployed,Monthly,3,Knows basics,DDIA,Strong,Average,Motivated,20,None,Never,AWS Certified,1,4178,20,ATS Optimized,Alumni Referral,Active Outreach,0.68,2,Offer from Startup,No
T3CS0843,Renaissance College,4,CSE,6.3,0,Android/iOS,C++,"Spring Boot, Next.js",82,0,22,104,0.15,99,Top 25% LeetCode,1,Service Company (Tier-2),1,Solo Clone,Monthly,3,Surface knowledge,None,Strong,Good,Low Effort,10,Basic (STAR method),Occasional,Multiple Certs,1,2946,3,ATS Optimized + Strong,Yes - Weak Referral,Passive (just LinkedIn),0.79,1,No Offer,No
T3CS0844,Chameli Devi Group,3,CSE,9.82,0,ML/AI,"SQL, Python","Django, FastAPI",115,58,13,186,0.18,0,Unrated/NA,1,No Internship,5,Original Solo,Rarely,1,Knows basics well,Grokking SD,None,Average,Motivated,0,None,Occasional,Meta Frontend Cert,2,1449,1,Average,No Referral,None,1.0,3,Offer from Startup,No
T3CS0845,Malwa Institute,3,CSE,6.17,0,Cybersecurity,"Kotlin, Go, Bash, TypeScript","Flutter, Spring Boot, Next.js, Express, Node.js, Django",156,73,80,309,0.37,173,Candidate Master,0,Service Company (Tier-2),8,Production Deployed,Rarely,5,Surface knowledge,None,Moderate,Average,Neutral,15,None,Never,Google ML Crash Course,0,2331,5,Average,Alumni Referral,Strong Network,0.86,2,Offer from Startup,No
T3CS0846,SGSITS Indore,3,CSE,7.37,0,ML/AI,"Python, Rust, Kotlin, TypeScript","FastAPI, Express",158,84,33,275,0.34,171,Top 50% LeetCode,0,Product Company,6,Team Clone,Rarely,15,Can design distributed systems,None,Weak,Average,Highly Motivated,30,Basic (STAR method),Books (DSA/System Design),None,1,2220,2,ATS Optimized,Professor Referral,Strong Network,0.47,1,No Offer,No
T3CS0847,Shri Vaishnav Institute,3,CSE,5.88,0,Systems,"TypeScript, Bash, C++","React, Express, Spring Boot, FastAPI",73,105,78,256,0.49,0,Top 25% LeetCode,0,Small Startup (10-50),2,Original Solo,Daily,10,Can design distributed systems,None,Moderate,Poor,Highly Motivated,3,Basic (STAR method),Books (DSA/System Design),GCP Associate,1,3789,0,No Resume Yet,Professor Referral,None,0.42,5,No Offer,No
T3CS0848,RJIT Gwalior,3,CSE,9.99,0,Data Engineering,"TypeScript, Python","Spring Boot, Express, PyTorch, FastAPI, TensorFlow, React",136,193,42,371,0.32,263,Unrated/NA,1,Product Company,7,Production Deployed,Monthly,15,Surface knowledge,None,Moderate,Below Average,Motivated,5,Basic (STAR method),Never,None,1,2810,10,No Resume Yet,Yes - Weak Referral,Strong Network,0.75,5,No Offer,No
T3CS0849,RGPV Bhopal,3,CSE,7.76,0,Android/iOS,"JavaScript, C++",Django,91,28,4,123,0.11,40,Unrated/NA,1,Mid Startup (50-200),4,Team Clone,None,3,No idea,Grokking + DDIA,None,Good,Neutral,7,Basic (STAR method),Books (DSA/System Design),None,5,4728,0,ATS Optimized + Strong,Yes - Weak Referral,Passive (just LinkedIn),0.58,1,No Offer,No
T3CS0850,Medicaps University,3,CSE,8.18,2,Backend,"Kotlin, SQL, Rust","Django, Spring Boot, PyTorch",186,64,85,335,0.66,19,Candidate Master,0,Service Company (Tier-2),6,Production Deployed,Weekly,2,Can design distributed systems,DDIA,Strong,Good,Highly Motivated,5,Practiced 30+,Books (DSA/System Design),Coursera Specialization,0,1531,20,Good but not ATS,Yes - Weak Referral,Passive (just LinkedIn),0.83,0,No Offer,No
T3CS0851,Bansal College,2,CSE,5.8,0,DevOps,Python,Next.js,37,45,0,82,0.22,116,Newbie,0,Startup (<10 emp),1,Original Solo,Weekly,1,Surface knowledge,Grokking SD,Weak,Excellent,Neutral,10,Practiced 10+,Books (DSA/System Design),Google ML Crash Course,1,4882,15,Weak,Professor Referral,Passive (just LinkedIn),0.46,2,No Offer,No
T3CS0852,SIRT Bhopal,4,CSE,8.87,0,ML/AI,"Java, SQL, TypeScript",Flutter,78,52,16,146,0.36,163,Expert (CF),1,Mid Startup (50-200),4,Production Deployed,Weekly,3,Knows basics,None,Moderate,Average,Motivated,30,None,Weekly Tech Blogs,Google ML Crash Course,0,2990,1,Weak,Professor Referral,None,1.0,0,No Offer,No
T3CS0853,Shri Vaishnav Institute,3,CSE,6.44,3,Systems,"Go, Java, Python, Rust, Bash, SQL","Express, PyTorch, FastAPI, TensorFlow, React",175,118,39,332,0.4,174,Expert (CF),0,Startup (<10 emp),6,Open Source Contrib,Monthly,5,Knows basics well,Grokking SD,None,Average,Neutral,2,Basic (STAR method),Occasional,GCP Associate,0,4493,1,ATS Optimized + Strong,Alumni Referral,Active Outreach,0.48,1,No Offer,No
T3CS0854,SAGE University,3,CSE,9.54,0,Cybersecurity,Kotlin,"Next.js, Node.js",7,92,14,113,0.11,164,Specialist (CF),0,No Internship,3,Original Solo,None,5,Not started,None,Weak,Good,Low Effort,10,Practiced 30+,Books (DSA/System Design),Multiple Certs,1,1143,5,No Resume Yet,Alumni Referral,None,0.42,2,No Offer,No
T3CS0855,SGSITS Indore,4,CSE,6.42,0,Backend,"Rust, Java, C++","TensorFlow, Spring Boot",140,170,5,315,0.21,189,Top 25% LeetCode,0,Product Company,5,Open Source Contrib,Daily,15,Not started,None,Weak,Poor,Neutral,1,Practiced 30+,Never,GCP Associate,5,933,0,No Resume Yet,Yes - Strong Referral,None,0.66,4,No Offer,No
T3CS0856,Malwa Institute,4,CSE,6.36,0,Cybersecurity,"Rust, TypeScript, Java","TensorFlow, Express, Django, React, Spring Boot",175,83,63,321,0.19,281,LeetCode Knight (near),2,Small Startup (10-50),3,Solo Clone,Monthly,3,Not started,None,Moderate,Good,Highly Motivated,0,None,Daily Tech Reading,Multiple Certs,0,1460,5,ATS Optimized,Yes - Weak Referral,None,0.64,4,Offer from Startup,No
T3CS0857,RGPV Bhopal,4,CSE,5.66,1,Systems,"Go, JavaScript, Kotlin, C++","Django, Flutter",144,109,31,284,0.2,56,Top 25% LeetCode,0,Mid Startup (50-200),8,Original Team,Weekly,2,Not started,Multiple SD Books,Strong,Good,Highly Motivated,20,None,Never,None,3,2723,0,ATS Optimized + Strong,Alumni Referral,None,0.42,1,No Offer,No
T3CS0858,Bansal College,3,CSE,7.62,0,DevOps,"C++, Bash, Go","Node.js, Next.js",85,0,4,89,0.28,57,Newbie,0,Open Source Contribution Only,1,Original Team,None,15,Surface knowledge,Multiple SD Books,Strong,Average,Passive,5,Basic (STAR method),Weekly Tech Blogs,Multiple Certs,1,2512,3,ATS Optimized,Yes - Weak Referral,Active Outreach,0.79,4,No Offer,No
T3CS0859,IIST Indore,4,CSE,8.04,5,Full Stack,"TypeScript, Java","Django, React, Node.js",118,95,59,272,0.23,194,Master,0,Small Startup (10-50),5,Open Source Contrib,Daily,5,Surface knowledge,None,Weak,Below Average,Passive,5,Practiced 10+,Occasional,GCP Associate,2,285,15,ATS Optimized + Strong,Professor Referral,None,0.32,1,No Offer,No
T3CS0860,Renaissance College,4,CSE,5.8,1,Backend,"Go, Python, SQL, Java, JavaScript, Bash, C++","Flutter, FastAPI",138,154,78,370,0.68,307,Master,2,No Internship,7,Original Team,None,0,Surface knowledge,None,Strong,Excellent,Highly Motivated,10,Basic (STAR method),Occasional,Multiple Certs,5,264,0,No Resume Yet,Yes - Weak Referral,Passive (just LinkedIn),0.63,2,Offer from Startup,No
T3CS0861,NRI Institute,3,CSE,8.99,0,Systems,"Bash, Java, Rust, TypeScript, Kotlin","Next.js, Django, Express, Spring Boot, Node.js",158,210,82,450,0.9,245,Top 50% LeetCode,1,No Internship,4,Original Solo,Weekly,0,Not started,Grokking SD,Moderate,Below Average,Motivated,2,Basic (STAR method),Weekly Tech Blogs,Multiple Certs,1,2367,3,No Resume Yet,Professor Referral,Passive (just LinkedIn),0.29,1,Offer from Mid Company,No
T3CS0862,SAGE University,3,CSE,7.54,0,Backend,"Bash, Rust, Kotlin, Java","Django, Node.js, FastAPI",228,155,23,406,0.24,118,LeetCode Guardian,2,Small Startup (10-50),6,Production Deployed,Weekly,50,Knows basics,DDIA,Weak,Excellent,Motivated,7,Practiced 10+,Rarely,Coursera Specialization,5,3447,1,No Resume Yet,Professor Referral,None,0.74,3,FAANG Offer,Yes
T3CS0863,TIT Bhopal,4,CSE,7.86,1,ML/AI,"Bash, Kotlin, TypeScript, Java, SQL, Python","Spring Boot, TensorFlow, Flutter, Next.js, Django, React",230,139,67,436,0.78,219,Unrated/NA,0,Startup (<10 emp),8,Research Project,Daily,15,Knows basics well,None,Moderate,Average,Neutral,10,None,Occasional,AWS Certified,0,4916,0,ATS Optimized,Professor Referral,Active Outreach,0.66,2,Offer from Mid Company,No
T3CS0864,Acropolis Institute,3,CSE,7.48,0,Systems,"Go, Java, SQL, Bash","Spring Boot, Next.js, FastAPI, Django, Flutter, Express",119,117,46,282,0.43,105,LeetCode Knight,0,Service Company (Tier-3),5,Open Source Contrib,Monthly,0,Can design distributed systems,None,Weak,Good,Highly Motivated,5,Practiced 30+,Occasional,AWS Certified,0,1762,1,ATS Optimized,Yes - Strong Referral,Active Outreach,0.74,1,Offer from Product Company,No
T3CS0865,IIST Indore,2,CSE,7.3,0,Cybersecurity,Python,"Flutter, Express, Spring Boot, Django",169,122,79,370,0.25,0,Master,2,Product Company,9,Production Deployed,None,20,Surface knowledge,None,None,Excellent,Motivated,0,Practiced 30+,Rarely,None,0,3048,20,Average,Yes - Weak Referral,Active Outreach,0.65,0,No Offer,No
T3CS0866,SIRT Bhopal,3,CSE,8.02,0,DevOps,TypeScript,PyTorch,148,97,0,245,0.27,101,Candidate Master,1,Small Startup (10-50),4,Original Team,Monthly,10,Not started,Grokking SD,None,Poor,Low Effort,0,None,Weekly Tech Blogs,Google ML Crash Course,1,2381,10,ATS Optimized + Strong,Yes - Weak Referral,None,0.71,3,No Offer,No
T3CS0867,SAGE University,3,CSE,6.2,0,Backend,"Go, TypeScript, C++, JavaScript, Bash",Express,226,169,59,454,0.52,396,LeetCode Guardian,1,Product Company,7,Open Source Contrib,Daily,1,Not started,DDIA,Moderate,Excellent,Neutral,30,Basic (STAR method),Never,GCP Associate,5,2269,5,Good but not ATS,Alumni Referral,Active Outreach,0.32,2,No Offer,No
T3CS0868,SGSITS Indore,3,CSE,6.32,0,Systems,"SQL, JavaScript",Next.js,143,168,34,345,0.44,174,LeetCode Knight (near),1,Product Company,5,Original Solo,Monthly,10,Surface knowledge,Grokking SD,Moderate,Good,Neutral,10,Practiced 10+,Books (DSA/System Design),AWS Certified,5,40,5,Good but not ATS,Yes - Strong Referral,Passive (just LinkedIn),0.65,2,No Offer,No
T3CS0869,Acropolis Institute,4,CSE,9.38,0,Systems,Java,"React, Spring Boot",71,51,0,122,0.31,214,Specialist (CF),1,Startup (<10 emp),4,Production Deployed,None,10,Surface knowledge,None,None,Below Average,Low Effort,3,Practiced 30+,Books (DSA/System Design),Multiple Certs,0,67,15,Average,Alumni Referral,Passive (just LinkedIn),0.65,0,FAANG Offer (Deferred),Yes
T3CS0870,Patel College of Science,3,CSE,9.76,0,Backend,"SQL, Kotlin, Java, Python",Flutter,10,0,0,10,0.13,0,LeetCode Knight,1,Small Startup (10-50),6,Open Source Contrib,Monthly,20,Surface knowledge,None,Moderate,Average,Passive,3,None,Books (DSA/System Design),GCP Associate,0,987,3,Good but not ATS,Professor Referral,None,0.68,2,No Offer,No
T3CS0871,Malwa Institute,3,CSE,7.18,5,DevOps,Kotlin,"Express, Spring Boot, PyTorch",87,58,20,165,0.13,0,Top 10% LeetCode,0,No Internship,5,Research Project,Daily,1,Surface knowledge,Grokking SD,Weak,Average,Neutral,20,Basic (STAR method),Books (DSA/System Design),None,0,4008,0,ATS Optimized,Yes - Weak Referral,Active Outreach,0.74,1,No Offer,No
T3CS0872,LNCT Bhopal,4,CSE,6.72,0,Cybersecurity,"JavaScript, Go, Python","Next.js, Flutter, Express",87,174,10,271,0.16,0,LeetCode Knight,0,No Internship,3,Original Team,Monthly,15,Not started,None,Weak,Poor,Neutral,5,Basic (STAR method),Books (DSA/System Design),GCP Associate,0,3198,5,ATS Optimized,Yes - Strong Referral,Active Outreach,0.81,5,No Offer,No
T3CS0873,Patel College of Science,4,CSE,8.4,5,Backend,"Bash, C++, Kotlin","Next.js, TensorFlow",111,56,22,189,0.41,85,LeetCode Knight,1,Startup (<10 emp),7,Original Team,Rarely,10,Knows basics,None,Strong,Good,Neutral,10,None,Never,Google ML Crash Course,5,4790,20,Weak,Professor Referral,Passive (just LinkedIn),0.62,2,No Offer,No
T3CS0874,SGSITS Indore,3,CSE,7.34,0,Full Stack,"Kotlin, C++, Bash, Python, TypeScript, Go, Rust","Spring Boot, Node.js, FastAPI",185,124,1,310,0.59,194,Expert (CF),2,No Internship,7,Open Source Contrib,Monthly,20,Not started,Multiple SD Books,Strong,Good,Highly Motivated,1,Basic (STAR method),Books (DSA/System Design),Azure Fundamentals,0,2524,5,Weak,No Referral,Active Outreach,0.52,1,No Offer,No
T3CS0875,Truba Institute,3,CSE,5.61,0,Full Stack,"JavaScript, C++, SQL, Bash","FastAPI, Flutter, TensorFlow, PyTorch, Django, Spring Boot",224,97,74,395,0.61,381,Specialist (CF),2,Startup (<10 emp),10,Open Source Contrib,None,15,Knows basics,DDIA,None,Good,Neutral,7,Basic (STAR method),Weekly Tech Blogs,Coursera Specialization,0,1085,15,No Resume Yet,No Referral,Strong Network,0.53,0,No Offer,No
T3CS0876,TIT Bhopal,2,CSE,6.2,0,Backend,"Java, Rust","Django, TensorFlow",90,134,52,276,0.41,116,LeetCode Guardian,3,No Internship,5,Team Clone,Monthly,5,Not started,None,Weak,Excellent,Highly Motivated,2,Basic (STAR method),Books (DSA/System Design),Multiple Certs,1,2479,5,No Resume Yet,No Referral,Active Outreach,0.43,1,No Offer,No
T3CS0877,Shri Vaishnav Institute,3,CSE,8.72,0,DevOps,"Python, JavaScript, TypeScript, SQL, Bash, Go, C++","Flutter, Django, React, Node.js",211,252,71,534,0.35,337,LeetCode Knight,0,No Internship,9,Original Team,Monthly,5,Can design distributed systems,Multiple SD Books,Moderate,Average,Motivated,15,Basic (STAR method),Never,Meta Frontend Cert,0,1693,5,Good but not ATS,Yes - Strong Referral,Passive (just LinkedIn),0.75,2,Offer from Mid Company,No
T3CS0878,SGSITS Indore,2,CSE,8.47,1,Systems,"SQL, JavaScript","TensorFlow, React, FastAPI, Next.js, Spring Boot, PyTorch",144,100,63,307,0.63,123,Pupil,0,Startup (<10 emp),7,Team Clone,Weekly,20,Knows basics,None,None,Good,Neutral,30,Basic (STAR method),Daily Tech Reading,GCP Associate,1,2315,10,Average,Yes - Weak Referral,Passive (just LinkedIn),0.66,2,No Offer,No
T3CS0879,Bansal College,3,CSE,5.62,1,Data Engineering,"SQL, C++, Go",Node.js,143,161,80,384,0.45,97,Master,0,Startup (<10 emp),8,Original Solo,None,10,Can design distributed systems,Grokking SD,None,Below Average,Motivated,2,Basic (STAR method),Occasional,Meta Frontend Cert,1,778,15,Average,Alumni Referral,Strong Network,0.86,1,No Offer,No
T3CS0880,NRI Institute,4,CSE,6.5,0,Full Stack,"Bash, Kotlin, C++, Python, Java","Django, Flutter, Node.js",151,0,61,212,0.22,241,Top 10% LeetCode,1,Open Source Contribution Only,2,Research Project,Monthly,3,Can design distributed systems,Multiple SD Books,Weak,Average,Neutral,7,Practiced 30+,Rarely,Azure Fundamentals,1,4589,15,Average,Alumni Referral,None,0.48,0,No Offer,No
T3CS0881,Medicaps University,3,CSE,6.54,1,Full Stack,"Java, Bash, Python","TensorFlow, React, PyTorch",176,35,46,257,0.14,174,Specialist (CF),2,Mid Startup (50-200),7,Team Clone,None,10,Knows basics well,None,Moderate,Good,Motivated,30,None,Weekly Tech Blogs,Google ML Crash Course,3,1585,10,ATS Optimized,No Referral,Active Outreach,1.0,5,No Offer,No
T3CS0882,Medicaps University,3,CSE,8.52,0,DevOps,"Python, C++, Java, Rust",Node.js,125,0,29,154,0.49,127,Top 50% LeetCode,2,Product Company,3,Original Solo,None,10,Knows basics well,Grokking SD,Strong,Below Average,Motivated,3,None,Weekly Tech Blogs,Coursera Specialization,1,1492,15,ATS Optimized + Strong,Professor Referral,Strong Network,0.5,1,No Offer,No
T3CS0883,NRI Institute,3,CSE,5.59,0,Full Stack,"Bash, Go, Python, Kotlin, Java",TensorFlow,233,234,118,585,0.82,174,Unrated/NA,0,Mid Startup (50-200),8,Original Team,Rarely,3,Knows basics well,Grokking SD,Moderate,Excellent,Highly Motivated,20,Practiced 30+,Rarely,None,2,660,10,ATS Optimized + Strong,No Referral,Passive (just LinkedIn),0.71,4,Offer from Startup,No
T3CS0884,IES IPS Academy,3,CSE,5.97,0,Cybersecurity,"JavaScript, Python, Kotlin, TypeScript, SQL","React, FastAPI, Next.js, Node.js, Django",72,130,88,290,0.49,434,Top 25% LeetCode,0,Open Source Contribution Only,5,Open Source Contrib,Weekly,10,Not started,DDIA,None,Good,Motivated,15,Fully Prepped,Books (DSA/System Design),AWS Certified,0,1348,1,Good but not ATS,Professor Referral,Active Outreach,0.48,4,Offer from Mid Company,No
T3CS0885,Truba Institute,2,CSE,9.1,1,Backend,"Java, Kotlin, C++","PyTorch, Flutter",96,32,90,218,0.4,143,Pupil,3,Product Company,6,Production Deployed,Monthly,20,Not started,Grokking SD,Strong,Below Average,Low Effort,1,Basic (STAR method),Daily Tech Reading,Coursera Specialization,5,1299,3,Average,No Referral,Passive (just LinkedIn),0.52,2,No Offer,No
T3CS0886,Patel College of Science,3,CSE,6.3,0,Backend,"C++, JavaScript, Bash, Go, TypeScript","Spring Boot, TensorFlow, Flutter, PyTorch",156,166,63,385,0.57,301,Unrated/NA,1,Small Startup (10-50),8,Original Team,Monthly,15,Not started,Grokking + DDIA,Weak,Below Average,Motivated,2,Practiced 30+,Never,Google ML Crash Course,0,3940,10,Average,Yes - Weak Referral,Active Outreach,1.0,4,Offer from Startup,No
T3CS0887,Acropolis Institute,2,CSE,8.44,0,Data Engineering,"Java, TypeScript, JavaScript","PyTorch, Express, Django, Flutter",123,139,57,319,0.8,118,Expert (CF),2,Small Startup (10-50),5,Original Team,Daily,1,Surface knowledge,DDIA,None,Below Average,Neutral,15,None,Weekly Tech Blogs,None,0,1986,0,No Resume Yet,Yes - Weak Referral,None,0.48,0,No Offer,No
T3CS0888,NRI Institute,4,CSE,6.57,0,Backend,"Go, TypeScript, C++","TensorFlow, React, Express, Spring Boot",114,104,35,253,0.2,222,Master,0,Service Company (Tier-2),5,Production Deployed,Daily,3,Not started,Grokking SD,Weak,Good,Passive,30,None,Books (DSA/System Design),Coursera Specialization,1,2044,10,Good but not ATS,Alumni Referral,Active Outreach,1.0,0,No Offer,No
